candy	sweet	-0.32882820864016776
mountain	high	-1.0369537080940512
teacher	educate	-3.7571559468421967
gold	expensive	-3.715876305138529
mother	female	-3.1828189735161825
infuriating	annoying	-0.830183710422659
helicopter	sky	-2.6556270807534474
unknown	fame	-3.4749212930512297
nice	unkind	x
television	watched	-2.2600551351211022
pie	dessert	0.9073958754097272
second	minute	-2.8942934281103803
author	write	-2.1091061039651704
wonderful	good	-1.6184346018632607
broken	repaired	-1.6565911203787256
knife	sharp	-1.2085430183378756
boots	feet	-1.13424216453449
zebra	animal	-1.5731624889875024
obvious	hidden	-2.675473652065355
evil	morals	-4.46071496015409
racist	prejudiced	-0.3954053828987814
weak	strength	-1.60770962376723
hurricane	storm	0.915475872317006
suit	formal	-2.7638099870571424
hungry	full	-1.988922307405321
lap	race	1.0987196817147769
hamburger	sandwich	1.9674014482674511
meat	animals	-0.9224532568648792
angry	mad	-2.348321802553047
commercial	advertise	-3.2583816984444565
volleyball	sport	-1.2806407307583745
corrupt	morals	0.4097812772053017
democracy	government	-1.1392308805172655
cowardly	brave	-0.039570203228055864
knight	chivalrous	-3.1523106450395426
buckle	belt	1.4055387101027477
blizzard	storm	0.28751032963827194
carnivore	meat	0.3082794526142897
honest	sincere	0.8845823909277782
academy	educate	-2.3615952138935308
rectangle	shape	0.03771825735048884
senate	congress	-1.0435300162771235
success	failure	-0.6418930620440363
heinous	evil	-1.5103236388732684
scribe	write	-0.3940245829443553
glass	delicate	-3.240146788273648
cat	feline	0.06726494985372627
hobby	pastime	-1.6690138854236345
ambitious	lazy	-3.908870174311484
carefree	worries	-0.20306893889069594
master	dominant	-4.742918703524927
slave	submissive	-2.174515163464393
pipe	water	-0.4997364555837154
dreamer	idealistic	x
verdict	judgment	-1.0200250775843307
cruel	unkind	-1.024120522393872
square	quadrilateral	-2.503625160581658
clumsy	grace	x
permanent	temporary	0.8297455053528187
attorney	lawyer	-1.3658730239760342
rain	precipitation	-0.1844872058475524
aluminum	metal	-0.9311973917752248
cough	cold	0.6916738845122892
panacea	cure	0.7750113106758142
denouement	plot	-0.5452500510282063
labyrinth	complicated	-2.6856323974732264
livid	angry	-1.834028707179361
aloof	connected	x
neutral	indifferent	-1.9242660953246835
mallet	strike	0.0009223812539925699
plagiarism	wrongdoing	-2.2230115800109007
blatant	inconspicuous	x
objective	bias	-3.7989315742584515
pragmatic	unrealistic	-2.542138365936206
priest	ordained	-0.17390769316529567
neighborhood	city	-0.03478041026789734
piccolo	instrument	-0.00152215772069816
conundrum	puzzle	x
ruse	trick	0.02567763606203232
sacrosanct	holy	x
cathedral	church	0.0038282252976283154
selfish	altruism	-2.125235104804061
loquacious	quiet	x
filament	lightbulb	0.5549730270794531
carnival	entertainment	-1.0678242570584664
inconceivable	doubtful	x
exhausting	rejuvenating	x
corpse	deceased	-0.7083330086185218
lamentation	sorrow	x
medal	accolade	-4.9726795405917334
provisional	permanent	-1.0604616964416045
foolish	sagacity	x
euphemism	inoffensive	x
anarchist	government	-2.4654066530563723
propaganda	opinion	-1.4944081956990682
couch	furniture	-1.5435404353132351
surreptitious	obvious	x
finale	musical	-2.1676916128295765
listen	eavesdrop	-2.3315987403500955
glutton	moderation	x
winery	merlot	0.4470491268062896
articulate	mute	x
waterway	navigable	0.9620136695899356
splinter	wood	-0.0023031572789591467
clemency	forgiveness	x
altercation	discussion	x
grain	silo	-0.6527774992256391
anguish	pain	0.5425303708956852
predictable	spontaneity	x
hidden	covert	-2.6033578396298913
cat	shed	-3.759599423391156
bluff	intentions	-2.684416453731312
sharp	blunt	-0.8603959081540972
game	spectators	-3.0127143873684967
arid	moisture	-1.1158265934167486
pain	sensation	-0.7159024162947586
bohemian	unconventional	-1.238915061898468
buttress	wall	0.27541001646669777
jury	deliberate	-1.4276706776122083
saccharine	sweet	x
altruism	selfishness	1.2580239546542749
bishop	ordained	0.4667246027131067
pragmatic	practical	-0.7783722042738114
cauldron	pot	-0.3926442810109633
precept	guidance	x
frail	brawn	x
acrophobia	heights	2.813481483866191
heretic	unorthodox	x
debunk	verify	x
legend	map	-3.3425366855415506
epistle	letter	0.0731165976173837
archaeologist	hieroglyphics	x
thwart	frustrate	-0.8366196473828009
enigma	mysterious	-2.349610685564163
veil	enshroud	-0.6740590603998343
poison	noxious	-1.885688176655988
placid	tumultuous	x
blatant	obvious	-0.7020367479098261
blasphemy	religion	-0.4316788159873893
tawdry	taste	x
tedium	excitement	x
pragmatism	philosophy	0.4206078129675767
element	aggregate	-4.639494987082641
decanter	pour	x
concession	placate	x
vitriol	bitter	x
virulent	poisonous	-2.2903131110852293
castigate	criticize	2.5724075156927633
water	cold	-2.1885677761508457
river	ugly	-5.558048472419689
senator	represent	-1.9848454169615648
jewelry	dull	x
vegetable	green	-1.7525207552368087
ruined	ugly	x
canoe	street	-4.551868592658343
rapid	speed	-2.43339777632308
hideous	pretty	-1.7656109068308503
record	baked	-6.646915171179082
bacon	meat	0.04676689602285113
day	week	-0.6230866818534578
mother	annoy	-5.461246355014458
great	terrific	-3.397216640891266
foreign	strange	-3.1782115637678263
crime	illegal	-1.4396361729910017
socks	underwear	0.8243480475808556
green	color	-0.3059060965400727
silver	jewelry	-1.69962029158957
special	manners	-5.741869193247888
saint	holy	-0.5856459361592725
silly	comedy	-0.9759127113159382
table	furniture	-3.1752935786701046
hat	attractive	-4.4432353131376106
salty	delicious	x
head	hair	-1.9070282819133868
foot	leg	-0.8446272311107895
paper	trees	-3.3282515321222235
awake	alone	-2.2353297098902565
sport	teach	-4.2026510432152255
rabbit	cat	-0.2326265799781348
talented	skill	-2.8859507390728285
master	slave	-0.5313005105322224
numerous	many	-1.628183506199914
flower	fragrant	-0.2775035912779541
suit	tie	-0.06443635795938818
novelist	writer	1.2133159628184946
vegetarian	wheat	-1.6745080991970305
solitary	alone	-1.37308171675156
court	blame	-3.5609527340517277
dealer	employer	x
cinema	theater	-0.3824390372635824
grief	sadness	0.08394244654801096
tremendous	large	-2.9753866053229765
mother	reign	-4.634126059624603
air	bearable	-4.1822206857274375
book	novel	-1.6672593715701691
emperor	leader	-3.038157076325642
embarrassed	timid	x
hesitant	doubt	x
nation	powerful	-3.1521616719330576
murderer	violent	-3.6250575237392746
bottle	wine	1.3586844924919563
judge	legal	-1.5108906155113464
jet	helicopter	1.1415599199833502
graceful	flexible	x
rifle	weapon	-0.4115227185528
doubtful	faith	-3.5365832240053843
ordinary	plain	-3.0278625371309773
worker	secretary	-2.2479304498125483
salmon	seafood	-0.8206071935632583
limerick	poetry	-1.0740721202682604
fever	issue	-3.7433208297036917
cello	compose	-4.257060185779767
appetizer	meal	0.7115683795387664
tempo	upbeat	-0.9487702477379334
trim	anorexic	x
deliberate	accidental	0.7271092007695217
exotic	commonplace	x
harpsichord	twinkle	x
citrus	lemonade	-1.4001931244285606
tedious	engaging	x
fallacious	lies	x
perplexing	straightforward	x
lord	defrocked	x
priory	monk	-0.8582362507286708
violoncello	bass	1.5415914133473936
palace	estate	-2.3112272150737616
hangman	condemn	x
surprising	remarkable	-3.599868877680117
university	school	-1.325450870916835
ambiguity	uncertainty	0.16367165437492928
forgiven	annulled	x
misunderstanding	conversation	-3.800817334949561
poster	propaganda	-1.848614079796696
healthful	beneficial	-0.7371495721344764
disturbing	soothing	-2.5597878381607138
infant	nascent	x
psalm	warning	x
song	hymnal	-4.721567702791722
aggressive	fierce	-2.6255829451872166
miserly	generosity	x
charlatan	dishonest	x
activist	diversity	-4.676939638076194
sermon	morality	-2.434695293450152
bookcase	encyclopedia	x
scholarly	professional	-1.0902865087254068
inning	baseball	-1.937509736697984
