lull	trust	x
ostrich	bird	4.3187944366754465
word	language	1.9961062533840357
coop	poultry	2.9555582543748935
legend	map	0.7514297910783329
billboard	advertisement	4.871127961553519
custom	society	0.3710954270327255
tunnel	mine	1.721210197982674
diversion	boredom	2.7172984702636827
thicket	shrubs	4.637354193707889
condescending	respect	x
livid	anger	3.41586079617149
fathom	depth	4.394934216896584
remuneration	labor	3.4389636556301433
tutor	pupil	3.833067433661128
decorate	plain	2.6271411283935238
pallid	color	3.8111316397352613
drift	move	0.5997442653259124
crass	refinement	x
pariah	ostracism	x
audience	theater	1.6487872780039878
quart	volume	2.4970445890518396
cartographer	maps	5.570731786455809
abrasive	skin	2.277471800078429
canal	waterway	5.070006812945588
throng	people	2.716232967204164
foolhardy	recklessness	x
emend	faulty	x
neighbor	proximity	-0.00748296468438862
heckler	disconcert	8.884821339590447
veer	course	4.424732443250769
reveler	merrymaking	x
malinger	work	x
shove	nudge	x
barley	grain	4.106838097810397
locomotive	train	3.811787961318937
abridge	novel	x
chief	hierarchy	0.5409614757932422
unfetter	pinioned	x
wing	air	1.7067852899039602
condense	short	0.722922174425274
orator	speech	2.955824983718793
jubilation	joy	x
dingy	building	1.3331779256573066
rangers	forest	1.5595978085787932
stimulant	activity	2.437273456943627
paramount	importance	2.3991277639299224
raucous	sound	2.97112832859006
tourniquet	bleeding	5.715955572727914
cloying	sweetness	x
perfidious	treachery	x
corroborate	claim	4.743508858333113
lubricant	slide	3.4142801950223385
stomp	walk	1.231217238391571
index	topics	2.0943844396726914
mendicant	beg	6.165614464622467
prudent	indiscretion	x
viscous	flow	4.3600979914348885
map	navigate	3.2647054995133957
skull	head	1.9667932759940263
accomplice	crime	3.607600514395664
barricade	access	1.9086512989488853
ensemble	dancer	0.6309745827524591
consider	contemplate	2.7788111386653886
congeal	solid	3.768625083332564
shear	wool	3.4624353668946184
epilogue	book	3.0556560956379126
glutton	moderation	x
affectation	behavior	x
exhortation	urge	x
cooperation	collusion	2.228994852806556
gaze	observer	3.1170636720432
odometer	distance	3.795042893279131
copyright	book	1.238097024532289
feign	deceive	5.73729934345029
ethos	values	3.2801382295902
torpid	sluggish	x
ruler	line	0.8185386517691815
catnap	sleep	x
manager	store	1.6029626828262098
wallet	money	3.1796750054074234
lubricate	smoothly	x
bird	avian	3.9186972485752936
irrational	logic	1.3338167928699365
constellation	stars	4.483159248508146
calculator	compute	4.746445999034994
extravagant	spend	x
architect	blueprint	3.1220147068658797
weave	fabric	5.689172300004951
testimony	witness	4.877919399482504
criterion	judgment	1.4386171360946975
abbreviation	word	3.685481919274322
avaricious	greed	x
animosity	hatred	5.038436331647637
mason	stone	3.3503951623327413
precarious	stability	1.8823854331102252
binomial	name	2.9759566370607384
amplifier	ear	0.8473756182640049
opaque	transparent	6.4511533497721505
rife	singular	x
swarm	bee	5.630548713740105
obtain	steal	-0.05181051349657288
inadvertent	thought	x
parsimony	philanthropy	x
devotion	obsession	2.696329674924047
bequest	heir	2.998192102095828
prosaic	epic	3.111580650018748
corroded	alloy	4.176510722059825
depose	king	4.65559076413328
gauche	adroit	x
archeology	science	2.3705524746679245
apprehensive	petrified	x
stay	depart	0.7016626988761031
stammer	speech	4.7330276217579215
corpulence	obesity	x
callow	experience	2.5165528293887784
indolent	assiduous	x
strident	sound	0.6218793116577621
rehearsal	impromptu	x
lynch	execute	x
audible	blaring	x
insubordination	punishment	2.530009539790251
enthusiast	fervor	x
novice	experience	2.1926683568108327
talisman	charm	5.368616591284992
progenitor	descendant	x
dearth	abundance	2.364572523203628
eminence	infamy	x
vivid	lurid	4.8086132628906615
caprice	predictable	x
precarious	stability	1.8823854331102252
quack	doctor	4.557405704885447
hapless	lucky	x
acquit	charge	3.7083487637381713
judicious	prudence	x
lethargic	energy	x
elastic	flexible	4.049262697219771
unnerve	composure	x
overexertion	fatigue	x
encourage	coerce	3.0130888754821523
bungler	finesse	x
drapery	fabric	4.303591588633394
best	seller	1.0933559528804004
excitement	frenzy	4.127218457516194
magnify	appearance	x
pedestrian	walks	1.9651198754146282
song	repertoire	1.5688523282216231
courier	message	4.038015330219209
crumb	bread	6.27774395745074
overcoat	warmth	3.475635663106822
immaculate	clean	x
scene	act	1.1508266562234195
traffic	street	2.1406322046677078
mortar	brick	3.2679051883477745
avenge	wrong	2.1784199827499062
arboretum	botanical	7.558278645667095
fame	celebrity	3.4385040572350163
squall	wind	4.392914202957494
frighten	skittish	x
puppeteer	marionette	7.6675515807896995
scapegoat	blame	5.6551801276147815
atrophy	withered	x
adult	child	2.5759410052726843
mansion	residence	3.1796736138137978
envelope	letter	3.0601446898502007
choreography	dance	4.237374527605722
overdose	prescription	6.555177664442007
evaporate	vapor	5.594697355475208
shard	pottery	5.771901321541171
mercenary	money	1.2551444768883286
hammer	anvil	8.0636695333862
numb	insensible	x
exorbitant	moderation	x
troubled	distraught	x
vertigo	dizzy	6.2302270764763765
indigenous	native	2.30831506243002
palatable	toothsome	x
paint	canvas	5.020815178571636
seedy	elegant	3.8619217672672925
bungalow	domicile	x
devour	consume	x
tentacle	octopus	5.926756279975942
submit	subordinate	1.907462355199832
beagle	dog	2.041516360131164
indigence	opulence	x
mentor	guide	3.8891195754873635
haiku	poem	3.5108618230410977
dynamic	static	5.009163159022553
sword	sheath	5.123179952037498
paleontologist	tyrannosaurus	x
food	hunger	2.808378418764633
crowbar	pry	8.628378530982294
ream	paper	6.287414530043612
fond	doting	x
eagle	bird	3.4504290887169966
worry	panic	3.375698668391084
birds	wings	3.585455562672728
pebble	rock	2.5945962612265943
livid	angry	2.746741925763056
saunter	walk	x
alligator	reptile	4.891685601038554
cherry	fruit	3.895485156212312
oxygen	gas	2.699528313269828
shallow	depth	4.318309728712906
brazen	shame	4.603874205623273
amorphous	shape	2.0745296113165517
scissors	cut	4.559582086197985
glue	fasten	5.105023530391034
ornament	embellish	5.37503411074643
reprehensible	condemn	x
smile	happiness	2.2991598728771154
flowers	florist	4.340600373608904
hoard	save	0.7799123034536047
playwright	actor	4.5448281809105815
building	blueprint	0.8076870180354683
antiseptic	germs	x
sluggish	energy	1.0062268891444377
library	book	1.2659737135025284
move	scurry	x
iron	metal	2.382231269128004
emigrate	country	2.064320229149037
injurious	harm	x
omnipotent	power	2.2452238183005933
temper	extreme	1.7957798923748989
caricature	drawing	2.577266337261153
incorrigible	reformed	x
propagandize	principles	x
loathsome	contempt	4.038609046904971
neophyte	experienced	x
hostile	bellicose	x
bus	passengers	3.4115877044920757
glaze	pottery	5.461532760970415
burnish	metal	1.624770510665838
promontory	view	2.2826988025281785
amalgam	metals	4.426703933464978
verification	confirm	3.616592757073344
mechanical	garage	-0.12761067310585172
sap	tree	4.533218107279002
repeal	law	4.093294370432192
epilogue	play	1.2178715660130048
treason	country	0.3440882981107056
territory	delegate	2.6167749094019963
inquisitorial	curiosity	x
vulnerable	hurt	0.6418990549474667
prevarication	statement	x
abbreviation	word	3.685481919274322
patent	obvious	2.4468178528981084
mundane	novel	-0.6831052200544159
criticize	censorious	x
lame	mobility	x
bankruptcy	money	1.0856964191110046
asteroid	planet	3.3629400739822533
embargo	trade	3.920489387315015
alteration	suit	-0.3565089959654488
resolute	determination	4.475006643578904
inaudible	amplifier	x
vacillate	indecision	x
pastiche	writing	1.306043435177773
simian	ape	6.4188117311624255
levee	flood	5.668477139608486
purgation	impurities	x
philanthropist	largesse	x
flake	snow	3.8139647905964043
banana	peel	5.092969510218336
tree	forest	2.5192393009359373
mare	horse	3.650278220594634
armistice	hostilities	6.123865431885044
floral	flowers	3.9640288444201808
sequester	juror	x
void	empty	3.477290864859645
evade	straightforward	x
fickle	inconsistency	x
immature	develop	1.4347772131962124
indolent	sloth	x
recuperate	surgery	4.2453680125076225
sketch	artist	1.6477072911409436
yearn	longing	x
freight	truck	2.880623254980028
chat	converse	3.8522507708735714
collage	images	4.485728784249445
abash	embarrassment	x
terrestrial	land	0.7273102378141231
trial	jury	5.232343318038772
