lull	trust	x
ostrich	bird	0.20652052213044825
word	language	-1.1915424069950171
coop	poultry	-2.0203952413897617
legend	map	-3.3425366855415506
billboard	advertisement	0.025352212554526347
custom	society	-3.0647197271106883
tunnel	mine	-2.3584986355056765
diversion	boredom	-2.7874898007687414
thicket	shrubs	-0.17147967025098876
condescending	respect	x
livid	anger	-1.088978995940229
fathom	depth	0.2942288522187842
remuneration	labor	-0.4893499183873593
tutor	pupil	-0.9207761390620648
decorate	plain	-1.7080824437846005
pallid	color	0.32776205751979137
drift	move	-2.789574673445663
crass	refinement	x
pariah	ostracism	x
audience	theater	-2.3028351703981254
quart	volume	-1.4293284301577145
cartographer	maps	1.2735952617341193
abrasive	skin	-1.6616480476059658
canal	waterway	-0.26497382752520965
throng	people	0.07943863379515287
foolhardy	recklessness	x
emend	faulty	x
neighbor	proximity	-4.4600747416106055
heckler	disconcert	1.5337198267260923
veer	course	0.9130308732493836
reveler	merrymaking	x
malinger	work	x
shove	nudge	x
barley	grain	-0.2519590584892133
locomotive	train	0.19965817863100327
abridge	novel	x
chief	hierarchy	-4.16840634223534
unfetter	pinioned	x
wing	air	-1.5552001336899508
condense	short	-2.4929840033041533
orator	speech	-0.8875901173681009
jubilation	joy	x
dingy	building	-1.6463609279226816
rangers	forest	-2.116884377098841
stimulant	activity	-1.179860366467407
paramount	importance	-1.4873762180767598
raucous	sound	-0.4328492601647419
tourniquet	bleeding	0.8408088457094649
cloying	sweetness	x
perfidious	treachery	x
corroborate	claim	0.9646516144858012
lubricant	slide	-1.2502655380424823
stomp	walk	-2.856000852433068
index	topics	-2.076289484219564
mendicant	beg	0.5870470171929479
prudent	indiscretion	x
viscous	flow	0.5554415333985656
map	navigate	-1.6523510181407737
skull	head	-1.2288397939929907
accomplice	crime	-0.15076905994370773
barricade	access	-1.5049294470946923
ensemble	dancer	-3.912796212173056
consider	contemplate	-2.9789027949680844
congeal	solid	-0.28138296768636883
shear	wool	-1.2214095999933088
epilogue	book	-0.09730514336025446
glutton	moderation	x
affectation	behavior	x
exhortation	urge	x
cooperation	collusion	-3.5227204085491497
gaze	observer	-1.6839611172558102
odometer	distance	0.09997548463268152
copyright	book	-1.9148642144658783
feign	deceive	0.1878471188331677
ethos	values	-0.514850831553929
torpid	sluggish	x
ruler	line	-2.235932372807597
catnap	sleep	x
manager	store	-2.091091057461502
wallet	money	-0.12882463067530653
lubricate	smoothly	x
bird	avian	-1.6513672642382449
irrational	logic	-2.9926468106557262
constellation	stars	0.8065643020119219
calculator	compute	-0.26651828220341645
extravagant	spend	x
architect	blueprint	-2.5398721445705115
weave	fabric	1.1519674689607593
testimony	witness	0.4329312390188375
criterion	judgment	-3.0761436164165223
abbreviation	word	0.12238539092142052
avaricious	greed	x
animosity	hatred	0.233260388557445
mason	stone	-0.3417251641134441
precarious	stability	-2.33153000403884
binomial	name	0.27432345072429426
amplifier	ear	-3.7250706092223815
opaque	transparent	1.728503507283411
rife	singular	x
swarm	bee	0.5254134036957605
obtain	steal	-4.606190398444875
inadvertent	thought	x
parsimony	philanthropy	x
devotion	obsession	-2.4831327316547918
bequest	heir	-1.5520791825715192
prosaic	epic	-1.4834320117952855
corroded	alloy	-0.7280966873092013
depose	king	1.0195489683991126
gauche	adroit	x
archeology	science	-0.9613016739139184
apprehensive	petrified	x
stay	depart	-4.32853280035956
stammer	speech	0.8896125206710274
corpulence	obesity	x
callow	experience	-0.9416568617067168
indolent	assiduous	x
strident	sound	-2.7820982770970395
rehearsal	impromptu	x
lynch	execute	x
audible	blaring	x
insubordination	punishment	-1.7781300045180202
enthusiast	fervor	x
novice	experience	-1.2655413342846624
talisman	charm	0.497393941190967
progenitor	descendant	x
dearth	abundance	-2.404769520757769
eminence	infamy	x
vivid	lurid	-1.2805013205641256
caprice	predictable	x
precarious	stability	-2.33153000403884
quack	doctor	0.3459918860376492
hapless	lucky	x
acquit	charge	0.06864098328620215
judicious	prudence	x
lethargic	energy	x
elastic	flexible	-0.5097764596357833
unnerve	composure	x
overexertion	fatigue	x
encourage	coerce	-2.87737534242786
bungler	finesse	x
drapery	fabric	-0.2336132424107949
best	seller	-3.9992656883344586
excitement	frenzy	-1.576160066985032
magnify	appearance	x
pedestrian	walks	-2.5571222853837186
song	repertoire	-3.105687708880553
