strong	stronger	1.9759356368621526
simple	simpler	2.1622955505379173
low	lower	1.2480281463363239
heavy	heavier	2.428508985127388
high	higher	0.9219136255858076
tight	tighter	2.975813483507302
sharp	sharper	3.448142029901124
loud	louder	5.0906358646386805
safe	safer	2.8744297114126276
bad	worse	5.020629693927235
good	better	1.7095470062897056
short	shorter	1.3307987021101741
hot	hotter	3.4134840777823463
cold	colder	3.4421571727689986
tall	taller	4.85852944810405
weak	weaker	3.6279958094358653
wide	wider	1.845358265313254
smart	smarter	5.582892209581044
long	longer	1.071810351521667
deep	deeper	2.9350219834311133
slow	slower	3.3268397011900173
old	older	0.8590228670595285
small	smaller	0.6585919526057649
great	greater	-0.0030617980729487097
quick	quicker	3.3690857098638234
hard	harder	3.429018554328219
new	newer	-0.14008316657443795
cheap	cheaper	3.321469047417387
easy	easier	1.5936715513697504
warm	warmer	3.900301960902249
big	bigger	2.352310642710306
young	younger	0.7754262364983082
fast	faster	3.1069806512569342
tough	tougher	4.331435373424001
consistent	inconsistent	4.103701153447879
efficient	inefficient	4.551392899013995
convincing	unconvincing	2.7486935446856102
possible	impossible	1.7621513157175608
rational	irrational	7.557332347644738
sure	unsure	2.1229443806602615
decided	undecided	1.9383900334182596
likely	unlikely	1.5157199101730585
possibly	impossibly	None
fortunate	unfortunate	5.361576880774825
acceptable	unacceptable	6.630917535081232
competitive	uncompetitive	4.703807415655104
aware	unaware	2.5296844121920183
known	unknown	0.8585597931996158
pleasant	unpleasant	6.13524063178868
reasonable	unreasonable	5.911362159657048
informative	uninformative	8.81967359239901
productive	unproductive	6.338709482675058
tasteful	distasteful	None
clear	unclear	0.8693796137078195
logical	illogical	5.5219339920907125
certain	uncertain	1.5021807111533678
convenient	inconvenient	4.188869422769394
impressive	unimpressive	2.8813580213637047
comfortable	uncomfortable	3.599698902584457
ethical	unethical	5.902997721233381
responsible	irresponsible	2.8835101787507145
Beirut	Lebanon	7.188900841231441
Manama	Bahrain	9.015115547064994
Paramaribo	Suriname	9.720791411850787
Libreville	Gabon	9.63327346073254
Zagreb	Croatia	6.91513450020808
Banjul	Gambia	9.64729318447232
Khartoum	Sudan	7.626208513769826
Tripoli	Libya	7.333570045970693
Algiers	Algeria	7.4231376547514785
Kingston	Jamaica	6.769578303252687
Montevideo	Uruguay	8.2716520484826
Doha	Qatar	8.96304421728076
Abuja	Nigeria	7.535924182378814
Managua	Nicaragua	8.82227506420088
Sofia	Bulgaria	6.954150860773476
